"","Taxa_info","t_value","mean_difference","p_value"
"1","Ascomycota",-3.87674877181954,-1.27591798893089,0.000606870349157556
"2","Basidiomycota",-5.4317864107708,-0.774344684461548,0.000606870349157556
"3","Chytridiomycota",-5.50402731860627,-0.638334494394431,0.000606870349157556
"4","Cryptomycota",-8.6600724268935,-1.35161983933775,0.000606870349157556
"5","Zoopagomycota",-5.45254576560189,-0.89657600241914,0.000606870349157556
