"","Taxa_info","t_value","mean_difference","p_value"
"1","Actinomyces",-2.88944490720209,-0.480317302645126,0.0411569690894922
"2","Faecalibacterium",-10.5546683062005,-1.59175891622404,0.0411569690894922
"3","Prevotella",-4.6233787451713,-1.6611000672006,0.0411569690894922
"4","Subdoligranulum",-2.43070476495755,-0.808888608963844,0.0411569690894922
