"","Taxa_info","t_value","mean_difference","p_value"
"1","Ampelovirus",-3.8245458675584,-1.15308514131548,0.0314619826497671
"2","Betaretrovirus",-9.46632491681955,-2.31062127062574,0.0314619826497671
"3","Gammaretrovirus",-4.93712810092287,-1.39331703932783,0.0314619826497671
"4","Pestivirus",-13.2268532952376,-2.3496582794709,0.0314619826497671
"5","Retroviridae_noname",-2.60317923550154,-1.42571935266685,0.0314619826497671
