"","Taxa_info","t_value","mean_difference","p_value"
"1","Ampelovirus",-3.8245458675584,-1.15308514131548,0.00505694491453527
"2","Betaretrovirus",-8.06713817829823,-2.24931874375471,4.11166454131666e-05
"3","Gammaretrovirus",-4.83918000390558,-1.38391232754565,0.00128947407770244
"4","Orthopoxvirus",3.4304074064301,0.469272839237934,0.00894946601207624
"5","Pestivirus",-13.2268532952376,-2.3496582794709,1.01773082986277e-06
"6","Retroviridae_noname",-2.42548909683211,-1.37636774515561,0.0414932200752831
